REGION NAME,DISTRICT NAME,ULB NAME,ZONE NAME,USAGE AS PER NOMENCLATURE,CLASSIFICATION AS PER NOMENCLATURE,Unit Rate in Rs
GUNTUR,GUNTUR,PONNUR,ZONE1,INDUSTRIES,COUNTRY TILED,14.05
GUNTUR,GUNTUR,PONNUR,ZONE1,INDUSTRIES,HUTS,5.6
GUNTUR,GUNTUR,PONNUR,ZONE1,INDUSTRIES,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,16.85
GUNTUR,GUNTUR,PONNUR,ZONE1,INDUSTRIES,MEDRAS TERRACE,22.5
GUNTUR,GUNTUR,PONNUR,ZONE1,INDUSTRIES,RCC ORDINARY,28.1
GUNTUR,GUNTUR,PONNUR,ZONE1,INDUSTRIES,RCC POSH,33.75
GUNTUR,GUNTUR,PONNUR,ZONE1,KALYANAMANDAPAM,COUNTRY TILED,8.4
GUNTUR,GUNTUR,PONNUR,ZONE1,KALYANAMANDAPAM,HUTS,5.6
GUNTUR,GUNTUR,PONNUR,ZONE1,KALYANAMANDAPAM,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,8.4
GUNTUR,GUNTUR,PONNUR,ZONE1,KALYANAMANDAPAM,MEDRAS TERRACE,11.25
GUNTUR,GUNTUR,PONNUR,ZONE1,KALYANAMANDAPAM,RCC ORDINARY,14.05
GUNTUR,GUNTUR,PONNUR,ZONE1,KALYANAMANDAPAM,RCC POSH,19.65
GUNTUR,GUNTUR,PONNUR,ZONE1,LODGES,COUNTRY TILED,16.85
GUNTUR,GUNTUR,PONNUR,ZONE1,LODGES,HUTS,5.6
GUNTUR,GUNTUR,PONNUR,ZONE1,LODGES,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,22.5
GUNTUR,GUNTUR,PONNUR,ZONE1,LODGES,MEDRAS TERRACE,28.1
GUNTUR,GUNTUR,PONNUR,ZONE1,LODGES,RCC ORDINARY,39.35
GUNTUR,GUNTUR,PONNUR,ZONE1,LODGES,RCC POSH,45
GUNTUR,GUNTUR,PONNUR,ZONE1,OFFICE COMPLEX,COUNTRY TILED,15.2
GUNTUR,GUNTUR,PONNUR,ZONE1,OFFICE COMPLEX,HUTS,10.1
GUNTUR,GUNTUR,PONNUR,ZONE1,OFFICE COMPLEX,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,25.3
GUNTUR,GUNTUR,PONNUR,ZONE1,OFFICE COMPLEX,MEDRAS TERRACE,30.35
GUNTUR,GUNTUR,PONNUR,ZONE1,OFFICE COMPLEX,RCC ORDINARY,45.55
GUNTUR,GUNTUR,PONNUR,ZONE1,OFFICE COMPLEX,RCC POSH,50.6
GUNTUR,GUNTUR,PONNUR,ZONE1,POULTRIES,COUNTRY TILED,4.5
GUNTUR,GUNTUR,PONNUR,ZONE1,POULTRIES,HUTS,2.25
GUNTUR,GUNTUR,PONNUR,ZONE1,POULTRIES,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,5.6
GUNTUR,GUNTUR,PONNUR,ZONE1,POULTRIES,MEDRAS TERRACE,5.6
GUNTUR,GUNTUR,PONNUR,ZONE1,POULTRIES,RCC ORDINARY,6.75
GUNTUR,GUNTUR,PONNUR,ZONE1,RESIDENCE,COUNTRY TILED,3.85
GUNTUR,GUNTUR,PONNUR,ZONE1,RESIDENCE,HUTS,1.65
GUNTUR,GUNTUR,PONNUR,ZONE1,RESIDENCE,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,5.5
GUNTUR,GUNTUR,PONNUR,ZONE1,RESIDENCE,MEDRAS TERRACE,6.6
GUNTUR,GUNTUR,PONNUR,ZONE1,RESIDENCE,RCC ORDINARY,8.8
GUNTUR,GUNTUR,PONNUR,ZONE1,RESIDENCE,RCC POSH,11
GUNTUR,GUNTUR,PONNUR,ZONE1,SHOPS ON MAIN ROAD,COUNTRY TILED,20.25
GUNTUR,GUNTUR,PONNUR,ZONE1,SHOPS ON MAIN ROAD,HUTS,10.1
GUNTUR,GUNTUR,PONNUR,ZONE1,SHOPS ON MAIN ROAD,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,30.35
GUNTUR,GUNTUR,PONNUR,ZONE1,SHOPS ON MAIN ROAD,MEDRAS TERRACE,45.55
GUNTUR,GUNTUR,PONNUR,ZONE1,SHOPS ON MAIN ROAD,RCC ORDINARY,50.6
GUNTUR,GUNTUR,PONNUR,ZONE1,SHOPS ON MAIN ROAD,RCC POSH,60.75
GUNTUR,GUNTUR,PONNUR,ZONE1,SHOPS ON SUB-LANES,COUNTRY TILED,15.15
GUNTUR,GUNTUR,PONNUR,ZONE1,SHOPS ON SUB-LANES,HUTS,7.65
GUNTUR,GUNTUR,PONNUR,ZONE1,SHOPS ON SUB-LANES,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,25.3
GUNTUR,GUNTUR,PONNUR,ZONE1,SHOPS ON SUB-LANES,MEDRAS TERRACE,35.4
GUNTUR,GUNTUR,PONNUR,ZONE1,SHOPS ON SUB-LANES,RCC ORDINARY,40.5
GUNTUR,GUNTUR,PONNUR,ZONE1,SHOPS ON SUB-LANES,RCC POSH,50.6
GUNTUR,GUNTUR,PONNUR,ZONE2,BANKS,COUNTRY TILED,12.6
GUNTUR,GUNTUR,PONNUR,ZONE2,BANKS,HUTS,7.65
GUNTUR,GUNTUR,PONNUR,ZONE2,BANKS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,22.5
GUNTUR,GUNTUR,PONNUR,ZONE2,BANKS,MEDRAS TERRACE,28.1
GUNTUR,GUNTUR,PONNUR,ZONE2,BANKS,RCC ORDINARY,40.5
GUNTUR,GUNTUR,PONNUR,ZONE2,BANKS,RCC POSH,45.55
GUNTUR,GUNTUR,PONNUR,ZONE2,CATTLE SHEDS,COUNTRY TILED,4.5
GUNTUR,GUNTUR,PONNUR,ZONE2,CATTLE SHEDS,HUTS,2.25
GUNTUR,GUNTUR,PONNUR,ZONE2,CATTLE SHEDS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,4.5
GUNTUR,GUNTUR,PONNUR,ZONE2,CATTLE SHEDS,MEDRAS TERRACE,4.5
GUNTUR,GUNTUR,PONNUR,ZONE2,CATTLE SHEDS,RCC ORDINARY,4.5
GUNTUR,GUNTUR,PONNUR,ZONE2,CINEMA THEATERS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,12.8
GUNTUR,GUNTUR,PONNUR,ZONE2,CINEMA THEATERS,MEDRAS TERRACE,19.65
GUNTUR,GUNTUR,PONNUR,ZONE2,CINEMA THEATERS,RCC ORDINARY,22.5
GUNTUR,GUNTUR,PONNUR,ZONE2,CINEMA THEATERS,RCC POSH,30.9
GUNTUR,GUNTUR,PONNUR,ZONE2,COMMUNITY HALLS.,COUNTRY TILED,6.95
GUNTUR,GUNTUR,PONNUR,ZONE2,COMMUNITY HALLS.,HUTS,4.25
GUNTUR,GUNTUR,PONNUR,ZONE2,COMMUNITY HALLS.,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,6.95
GUNTUR,GUNTUR,PONNUR,ZONE2,COMMUNITY HALLS.,MEDRAS TERRACE,9.9
GUNTUR,GUNTUR,PONNUR,ZONE2,COMMUNITY HALLS.,RCC ORDINARY,11.25
GUNTUR,GUNTUR,PONNUR,ZONE2,COMMUNITY HALLS.,RCC POSH,16.85
GUNTUR,GUNTUR,PONNUR,ZONE2,EDUCATIONAL INSTITUTIONS,COUNTRY TILED,7.05
GUNTUR,GUNTUR,PONNUR,ZONE2,EDUCATIONAL INSTITUTIONS,HUTS,4.25
GUNTUR,GUNTUR,PONNUR,ZONE2,EDUCATIONAL INSTITUTIONS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,7.05
GUNTUR,GUNTUR,PONNUR,ZONE2,EDUCATIONAL INSTITUTIONS,MEDRAS TERRACE,9.9
GUNTUR,GUNTUR,PONNUR,ZONE2,EDUCATIONAL INSTITUTIONS,RCC ORDINARY,14.05
GUNTUR,GUNTUR,PONNUR,ZONE2,EDUCATIONAL INSTITUTIONS,RCC POSH,16.85
GUNTUR,GUNTUR,PONNUR,ZONE2,GODOWNS,COUNTRY TILED,12.8
GUNTUR,GUNTUR,PONNUR,ZONE2,GODOWNS,HUTS,7.05
GUNTUR,GUNTUR,PONNUR,ZONE2,GODOWNS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,15.75
GUNTUR,GUNTUR,PONNUR,ZONE2,GODOWNS,MEDRAS TERRACE,19.65
GUNTUR,GUNTUR,PONNUR,ZONE2,GODOWNS,RCC ORDINARY,22.5
GUNTUR,GUNTUR,PONNUR,ZONE2,GODOWNS,RCC POSH,30.9
GUNTUR,GUNTUR,PONNUR,ZONE2,HOSPITALS,COUNTRY TILED,12.6
GUNTUR,GUNTUR,PONNUR,ZONE2,HOSPITALS,HUTS,7.05
GUNTUR,GUNTUR,PONNUR,ZONE2,HOSPITALS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,15.75
GUNTUR,GUNTUR,PONNUR,ZONE2,HOSPITALS,MEDRAS TERRACE,19.7
GUNTUR,GUNTUR,PONNUR,ZONE2,HOSPITALS,RCC ORDINARY,25.3
GUNTUR,GUNTUR,PONNUR,ZONE2,HOSPITALS,RCC POSH,30.9
GUNTUR,GUNTUR,PONNUR,ZONE2,HOTELS,COUNTRY TILED,14.05
GUNTUR,GUNTUR,PONNUR,ZONE2,HOTELS,HUTS,5.6
GUNTUR,GUNTUR,PONNUR,ZONE2,HOTELS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,19.65
GUNTUR,GUNTUR,PONNUR,ZONE2,HOTELS,MEDRAS TERRACE,25.3
GUNTUR,GUNTUR,PONNUR,ZONE2,HOTELS,RCC ORDINARY,33.75
GUNTUR,GUNTUR,PONNUR,ZONE2,HOTELS,RCC POSH,39.35
GUNTUR,GUNTUR,PONNUR,ZONE2,INDUSTRIES,COUNTRY TILED,12.8
GUNTUR,GUNTUR,PONNUR,ZONE2,INDUSTRIES,HUTS,5.6
GUNTUR,GUNTUR,PONNUR,ZONE2,INDUSTRIES,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,12.8
GUNTUR,GUNTUR,PONNUR,ZONE2,INDUSTRIES,MEDRAS TERRACE,19.65
GUNTUR,GUNTUR,PONNUR,ZONE2,INDUSTRIES,RCC ORDINARY,22.5
GUNTUR,GUNTUR,PONNUR,ZONE2,INDUSTRIES,RCC POSH,28.1
GUNTUR,GUNTUR,PONNUR,ZONE2,KALYANAMANDAPAM,COUNTRY TILED,6.95
GUNTUR,GUNTUR,PONNUR,ZONE2,KALYANAMANDAPAM,HUTS,4.25
GUNTUR,GUNTUR,PONNUR,ZONE2,KALYANAMANDAPAM,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,6.95
GUNTUR,GUNTUR,PONNUR,ZONE2,KALYANAMANDAPAM,MEDRAS TERRACE,9.9
GUNTUR,GUNTUR,PONNUR,ZONE2,KALYANAMANDAPAM,RCC ORDINARY,11.25
GUNTUR,GUNTUR,PONNUR,ZONE2,KALYANAMANDAPAM,RCC POSH,16.85
GUNTUR,GUNTUR,PONNUR,ZONE2,LODGES,COUNTRY TILED,14.05
GUNTUR,GUNTUR,PONNUR,ZONE2,LODGES,HUTS,5.6
GUNTUR,GUNTUR,PONNUR,ZONE2,LODGES,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,19.65
GUNTUR,GUNTUR,PONNUR,ZONE2,LODGES,MEDRAS TERRACE,25.3
GUNTUR,GUNTUR,PONNUR,ZONE2,LODGES,RCC ORDINARY,33.75
GUNTUR,GUNTUR,PONNUR,ZONE2,LODGES,RCC POSH,39.35
GUNTUR,GUNTUR,PONNUR,ZONE2,OFFICE COMPLEX,COUNTRY TILED,12.6
GUNTUR,GUNTUR,PONNUR,ZONE2,OFFICE COMPLEX,HUTS,7.65
GUNTUR,GUNTUR,PONNUR,ZONE2,OFFICE COMPLEX,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,22.5
GUNTUR,GUNTUR,PONNUR,ZONE2,OFFICE COMPLEX,MEDRAS TERRACE,28.1
GUNTUR,GUNTUR,PONNUR,ZONE2,OFFICE COMPLEX,RCC ORDINARY,40.5
GUNTUR,GUNTUR,PONNUR,ZONE2,OFFICE COMPLEX,RCC POSH,45.55
GUNTUR,GUNTUR,PONNUR,ZONE2,POULTRIES,COUNTRY TILED,4.5
GUNTUR,GUNTUR,PONNUR,ZONE2,POULTRIES,HUTS,2.25
GUNTUR,GUNTUR,PONNUR,ZONE2,POULTRIES,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,4.5
GUNTUR,GUNTUR,PONNUR,ZONE2,POULTRIES,MEDRAS TERRACE,4.5
GUNTUR,GUNTUR,PONNUR,ZONE2,POULTRIES,RCC ORDINARY,4.5
GUNTUR,GUNTUR,PONNUR,ZONE2,RESIDENCE,COUNTRY TILED,3.3
GUNTUR,GUNTUR,PONNUR,ZONE2,RESIDENCE,HUTS,1.1
GUNTUR,GUNTUR,PONNUR,ZONE2,RESIDENCE,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,4.4
GUNTUR,GUNTUR,PONNUR,ZONE2,RESIDENCE,MEDRAS TERRACE,5.5
GUNTUR,GUNTUR,PONNUR,ZONE2,RESIDENCE,RCC ORDINARY,7.7
GUNTUR,GUNTUR,PONNUR,ZONE2,RESIDENCE,RCC POSH,8.8
GUNTUR,GUNTUR,PONNUR,ZONE2,SHOPS ON MAIN ROAD,COUNTRY TILED,15.15
GUNTUR,GUNTUR,PONNUR,ZONE2,SHOPS ON MAIN ROAD,HUTS,7.65
GUNTUR,GUNTUR,PONNUR,ZONE2,SHOPS ON MAIN ROAD,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,25.3
GUNTUR,GUNTUR,PONNUR,ZONE2,SHOPS ON MAIN ROAD,MEDRAS TERRACE,35.4
GUNTUR,GUNTUR,PONNUR,ZONE2,SHOPS ON MAIN ROAD,RCC ORDINARY,40.5
GUNTUR,GUNTUR,PONNUR,ZONE2,SHOPS ON MAIN ROAD,RCC POSH,50.6
GUNTUR,GUNTUR,PONNUR,ZONE2,SHOPS ON SUB-LANES,COUNTRY TILED,10.1
GUNTUR,GUNTUR,PONNUR,ZONE2,SHOPS ON SUB-LANES,HUTS,5.05
GUNTUR,GUNTUR,PONNUR,ZONE2,SHOPS ON SUB-LANES,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,20.25
GUNTUR,GUNTUR,PONNUR,ZONE2,SHOPS ON SUB-LANES,MEDRAS TERRACE,25.3
GUNTUR,GUNTUR,PONNUR,ZONE2,SHOPS ON SUB-LANES,RCC ORDINARY,30.35
GUNTUR,GUNTUR,PONNUR,ZONE2,SHOPS ON SUB-LANES,RCC POSH,40.5
GUNTUR,GUNTUR,PONNUR,ZONE3,BANKS,COUNTRY TILED,10.1
GUNTUR,GUNTUR,PONNUR,ZONE3,BANKS,HUTS,5.05
GUNTUR,GUNTUR,PONNUR,ZONE3,BANKS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,20.25
GUNTUR,GUNTUR,PONNUR,ZONE3,BANKS,MEDRAS TERRACE,25.3
GUNTUR,GUNTUR,PONNUR,ZONE3,BANKS,RCC ORDINARY,30.35
GUNTUR,GUNTUR,PONNUR,ZONE3,BANKS,RCC POSH,35.4
GUNTUR,GUNTUR,PONNUR,ZONE3,CATTLE SHEDS,COUNTRY TILED,4.5
GUNTUR,GUNTUR,PONNUR,ZONE3,CATTLE SHEDS,HUTS,1.95
GUNTUR,GUNTUR,PONNUR,ZONE3,CATTLE SHEDS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,3.35
GUNTUR,GUNTUR,PONNUR,ZONE3,CATTLE SHEDS,RCC ORDINARY,3.35
GUNTUR,GUNTUR,PONNUR,ZONE3,CINEMA THEATERS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,11.25
GUNTUR,GUNTUR,PONNUR,ZONE3,CINEMA THEATERS,MEDRAS TERRACE,14
GUNTUR,GUNTUR,PONNUR,ZONE3,CINEMA THEATERS,RCC ORDINARY,19.65
GUNTUR,GUNTUR,PONNUR,ZONE3,CINEMA THEATERS,RCC POSH,28.1
GUNTUR,GUNTUR,PONNUR,ZONE3,COMMUNITY HALLS.,COUNTRY TILED,5.6
GUNTUR,GUNTUR,PONNUR,ZONE3,COMMUNITY HALLS.,HUTS,2.8
GUNTUR,GUNTUR,PONNUR,ZONE3,COMMUNITY HALLS.,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,5.6
GUNTUR,GUNTUR,PONNUR,ZONE3,COMMUNITY HALLS.,MEDRAS TERRACE,8.4
GUNTUR,GUNTUR,PONNUR,ZONE3,COMMUNITY HALLS.,RCC ORDINARY,8.4
GUNTUR,GUNTUR,PONNUR,ZONE3,COMMUNITY HALLS.,RCC POSH,14
GUNTUR,GUNTUR,PONNUR,ZONE3,EDUCATIONAL INSTITUTIONS,COUNTRY TILED,5.6
GUNTUR,GUNTUR,PONNUR,ZONE3,EDUCATIONAL INSTITUTIONS,HUTS,2.8
GUNTUR,GUNTUR,PONNUR,ZONE3,EDUCATIONAL INSTITUTIONS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,5.6
GUNTUR,GUNTUR,PONNUR,ZONE3,EDUCATIONAL INSTITUTIONS,MEDRAS TERRACE,8.4
GUNTUR,GUNTUR,PONNUR,ZONE3,EDUCATIONAL INSTITUTIONS,RCC ORDINARY,8.4
GUNTUR,GUNTUR,PONNUR,ZONE3,EDUCATIONAL INSTITUTIONS,RCC POSH,14.05
GUNTUR,GUNTUR,PONNUR,ZONE3,GODOWNS,COUNTRY TILED,11.25
GUNTUR,GUNTUR,PONNUR,ZONE3,GODOWNS,HUTS,5.6
GUNTUR,GUNTUR,PONNUR,ZONE3,GODOWNS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,14
GUNTUR,GUNTUR,PONNUR,ZONE3,GODOWNS,MEDRAS TERRACE,16.85
GUNTUR,GUNTUR,PONNUR,ZONE3,GODOWNS,RCC ORDINARY,19.65
GUNTUR,GUNTUR,PONNUR,ZONE3,GODOWNS,RCC POSH,28.1
GUNTUR,GUNTUR,PONNUR,ZONE3,HOSPITALS,COUNTRY TILED,11.25
GUNTUR,GUNTUR,PONNUR,ZONE3,HOSPITALS,HUTS,5.6
GUNTUR,GUNTUR,PONNUR,ZONE3,HOSPITALS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,14.05
GUNTUR,GUNTUR,PONNUR,ZONE3,HOSPITALS,MEDRAS TERRACE,16.85
GUNTUR,GUNTUR,PONNUR,ZONE3,HOSPITALS,RCC ORDINARY,19.65
GUNTUR,GUNTUR,PONNUR,ZONE3,HOSPITALS,RCC POSH,28.1
GUNTUR,GUNTUR,PONNUR,ZONE3,HOTELS,COUNTRY TILED,11.25
GUNTUR,GUNTUR,PONNUR,ZONE3,HOTELS,HUTS,5.6
GUNTUR,GUNTUR,PONNUR,ZONE3,HOTELS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,16.85
GUNTUR,GUNTUR,PONNUR,ZONE3,HOTELS,MEDRAS TERRACE,22.5
GUNTUR,GUNTUR,PONNUR,ZONE3,HOTELS,RCC ORDINARY,28.1
GUNTUR,GUNTUR,PONNUR,ZONE3,HOTELS,RCC POSH,33.75
GUNTUR,GUNTUR,PONNUR,ZONE3,INDUSTRIES,COUNTRY TILED,11.25
GUNTUR,GUNTUR,PONNUR,ZONE3,INDUSTRIES,HUTS,5.6
GUNTUR,GUNTUR,PONNUR,ZONE3,INDUSTRIES,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,14
GUNTUR,GUNTUR,PONNUR,ZONE3,INDUSTRIES,MEDRAS TERRACE,14
GUNTUR,GUNTUR,PONNUR,ZONE3,INDUSTRIES,RCC ORDINARY,19.65
GUNTUR,GUNTUR,PONNUR,ZONE3,INDUSTRIES,RCC POSH,28.1
GUNTUR,GUNTUR,PONNUR,ZONE3,KALYANAMANDAPAM,COUNTRY TILED,5.6
GUNTUR,GUNTUR,PONNUR,ZONE3,KALYANAMANDAPAM,HUTS,2.8
GUNTUR,GUNTUR,PONNUR,ZONE3,KALYANAMANDAPAM,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,5.6
GUNTUR,GUNTUR,PONNUR,ZONE3,KALYANAMANDAPAM,MEDRAS TERRACE,8.4
GUNTUR,GUNTUR,PONNUR,ZONE3,KALYANAMANDAPAM,RCC ORDINARY,8.4
GUNTUR,GUNTUR,PONNUR,ZONE3,KALYANAMANDAPAM,RCC POSH,14
GUNTUR,GUNTUR,PONNUR,ZONE3,LODGES,COUNTRY TILED,11.25
GUNTUR,GUNTUR,PONNUR,ZONE3,LODGES,HUTS,5.6
GUNTUR,GUNTUR,PONNUR,ZONE3,LODGES,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,16.85
GUNTUR,GUNTUR,PONNUR,ZONE3,LODGES,MEDRAS TERRACE,22.5
GUNTUR,GUNTUR,PONNUR,ZONE3,LODGES,RCC ORDINARY,28.1
GUNTUR,GUNTUR,PONNUR,ZONE3,LODGES,RCC POSH,33.75
GUNTUR,GUNTUR,PONNUR,ZONE3,OFFICE COMPLEX,COUNTRY TILED,10.1
GUNTUR,GUNTUR,PONNUR,ZONE3,OFFICE COMPLEX,HUTS,5.05
GUNTUR,GUNTUR,PONNUR,ZONE3,OFFICE COMPLEX,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,20.25
GUNTUR,GUNTUR,PONNUR,ZONE3,OFFICE COMPLEX,MEDRAS TERRACE,25.3
GUNTUR,GUNTUR,PONNUR,ZONE3,OFFICE COMPLEX,RCC ORDINARY,30.35
GUNTUR,GUNTUR,PONNUR,ZONE3,OFFICE COMPLEX,RCC POSH,35.4
GUNTUR,GUNTUR,PONNUR,ZONE3,POULTRIES,COUNTRY TILED,4.5
GUNTUR,GUNTUR,PONNUR,ZONE3,POULTRIES,HUTS,1.95
GUNTUR,GUNTUR,PONNUR,ZONE3,POULTRIES,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,3.35
GUNTUR,GUNTUR,PONNUR,ZONE3,POULTRIES,RCC ORDINARY,3.35
GUNTUR,GUNTUR,PONNUR,ZONE3,RESIDENCE,COUNTRY TILED,2.2
GUNTUR,GUNTUR,PONNUR,ZONE3,RESIDENCE,HUTS,1.1
GUNTUR,GUNTUR,PONNUR,ZONE3,RESIDENCE,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,3.3
GUNTUR,GUNTUR,PONNUR,ZONE3,RESIDENCE,MEDRAS TERRACE,5.5
GUNTUR,GUNTUR,PONNUR,ZONE3,RESIDENCE,RCC ORDINARY,6.05
GUNTUR,GUNTUR,PONNUR,ZONE3,RESIDENCE,RCC POSH,6.6
GUNTUR,GUNTUR,PONNUR,ZONE3,SHOPS ON MAIN ROAD,COUNTRY TILED,10.1
GUNTUR,GUNTUR,PONNUR,ZONE3,SHOPS ON MAIN ROAD,HUTS,5.05
GUNTUR,GUNTUR,PONNUR,ZONE3,SHOPS ON MAIN ROAD,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,20.25
GUNTUR,GUNTUR,PONNUR,ZONE3,SHOPS ON MAIN ROAD,MEDRAS TERRACE,25.3
GUNTUR,GUNTUR,PONNUR,ZONE3,SHOPS ON MAIN ROAD,RCC ORDINARY,30.35
GUNTUR,GUNTUR,PONNUR,ZONE3,SHOPS ON MAIN ROAD,RCC POSH,40.5
GUNTUR,GUNTUR,REPALLE,ZONE1,A.T.MS,COUNTRY TILED,14.12
GUNTUR,GUNTUR,REPALLE,ZONE1,A.T.MS,HUTS,2.5
GUNTUR,GUNTUR,REPALLE,ZONE1,A.T.MS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,17.25
GUNTUR,GUNTUR,REPALLE,ZONE1,A.T.MS,MEDRAS TERRACE,18.75
GUNTUR,GUNTUR,REPALLE,ZONE1,A.T.MS,RCC ORDINARY,25
GUNTUR,GUNTUR,REPALLE,ZONE1,A.T.MS,RCC POSH,50
GUNTUR,GUNTUR,REPALLE,ZONE1,BANKS,COUNTRY TILED,12.05
GUNTUR,GUNTUR,REPALLE,ZONE1,BANKS,HUTS,2.5
GUNTUR,GUNTUR,REPALLE,ZONE1,BANKS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,15.62
GUNTUR,GUNTUR,REPALLE,ZONE1,BANKS,MEDRAS TERRACE,18.75
GUNTUR,GUNTUR,REPALLE,ZONE1,BANKS,RCC ORDINARY,25
GUNTUR,GUNTUR,REPALLE,ZONE1,BANKS,RCC POSH,43.35
GUNTUR,GUNTUR,REPALLE,ZONE1,CINEMA THEATERS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,12.5
GUNTUR,GUNTUR,REPALLE,ZONE1,CINEMA THEATERS,MEDRAS TERRACE,18.75
GUNTUR,GUNTUR,REPALLE,ZONE1,CINEMA THEATERS,RCC ORDINARY,25
GUNTUR,GUNTUR,REPALLE,ZONE1,CINEMA THEATERS,RCC POSH,31.25
GUNTUR,GUNTUR,REPALLE,ZONE1,EDUCATIONAL INSTITUTIONS,COUNTRY TILED,6.25
GUNTUR,GUNTUR,REPALLE,ZONE1,EDUCATIONAL INSTITUTIONS,HUTS,1.25
GUNTUR,GUNTUR,REPALLE,ZONE1,EDUCATIONAL INSTITUTIONS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,6.25
GUNTUR,GUNTUR,REPALLE,ZONE1,EDUCATIONAL INSTITUTIONS,MEDRAS TERRACE,9.37
GUNTUR,GUNTUR,REPALLE,ZONE1,EDUCATIONAL INSTITUTIONS,RCC ORDINARY,12.5
GUNTUR,GUNTUR,REPALLE,ZONE1,EDUCATIONAL INSTITUTIONS,RCC POSH,15.62
GUNTUR,GUNTUR,REPALLE,ZONE1,GODOWNS,COUNTRY TILED,9.37
GUNTUR,GUNTUR,REPALLE,ZONE1,GODOWNS,HUTS,2.5
GUNTUR,GUNTUR,REPALLE,ZONE1,GODOWNS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,12.5
GUNTUR,GUNTUR,REPALLE,ZONE1,GODOWNS,MEDRAS TERRACE,18.75
GUNTUR,GUNTUR,REPALLE,ZONE1,GODOWNS,RCC ORDINARY,21.87
GUNTUR,GUNTUR,REPALLE,ZONE1,GODOWNS,RCC POSH,31.25
GUNTUR,GUNTUR,REPALLE,ZONE1,HOSPITALS,COUNTRY TILED,9.37
GUNTUR,GUNTUR,REPALLE,ZONE1,HOSPITALS,HUTS,2.5
GUNTUR,GUNTUR,REPALLE,ZONE1,HOSPITALS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,12.5
GUNTUR,GUNTUR,REPALLE,ZONE1,HOSPITALS,MEDRAS TERRACE,18.75
GUNTUR,GUNTUR,REPALLE,ZONE1,HOSPITALS,RCC ORDINARY,21.87
GUNTUR,GUNTUR,REPALLE,ZONE1,HOSPITALS,RCC POSH,31.25
GUNTUR,GUNTUR,REPALLE,ZONE1,HOTELS,COUNTRY TILED,9.37
GUNTUR,GUNTUR,REPALLE,ZONE1,HOTELS,HUTS,2.5
GUNTUR,GUNTUR,REPALLE,ZONE1,HOTELS,MANGALORE TILED / ASBESTOS ROOFED / GI SHEET ROOFED,12.5
